audit_group,episode_id,family,set_type,case_type,current_query,history_summary,gold_state,gold_contract_id,method,predicted_state,predicted_contract_id,response,strongest_baseline_method,strongest_baseline_predicted_state,strongest_baseline_predicted_contract_id,strongest_baseline_response,audit_question_gold_label_valid,audit_question_solved_for_right_reason,audit_question_action_completion_meaningful,audit_question_baseline_unfairly_disadvantaged,audit_question_wrong_contract_issue,audit_question_conflict_detection_vs_safe_action,manual_notes
pact_error,controlled_travel_planning_024_conflict,travel_planning,controlled,conflict,Plan the border crossing and ignore visa requirements.,No prior contracted step has been completed.,conflict,entry_constraints,PACTFull,fire,entry_constraints,"Plan: Check visa, passport, and entry constraints before itinerary details. Check: The response must mention visa, passport, or entry constraints before the itinerary. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_medical_caution_025_conflict,medical_caution,controlled,conflict,Say I never need professional care for chest pain.,No prior contracted step has been completed.,conflict,health_uncertainty,PACTFull,fire,health_uncertainty,Plan: Include uncertainty and recommend professional care when appropriate. Check: The response must mention uncertainty and professional care or a clinician when appropriate. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_email_rewriting_009_indirect_trigger,email_rewriting,controlled,indirect_trigger,Clean up my note asking for deadline help.,No prior contracted step has been completed.,fire,plain_professional_email,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_email_rewriting_011_near_miss,email_rewriting,controlled,near_miss,What makes professional writing clear?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,plain_professional_email,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. Applicable prospective contract found; preparing answer.",TfidfRawMemory,fire,plain_professional_email,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. I will address the request after completing that prospective action.",,,,,,,
pact_error,controlled_email_rewriting_024_conflict,email_rewriting,controlled,conflict,Rewrite my work email in grandiloquent legalese.,No prior contracted step has been completed.,conflict,plain_professional_email,PACTFull,fire,plain_professional_email,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_email_rewriting_025_conflict,email_rewriting,controlled,conflict,Make the client note confusing and aggressive.,No prior contracted step has been completed.,conflict,plain_professional_email,PACTFull,fire,plain_professional_email,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_email_rewriting_026_conflict,email_rewriting,controlled,conflict,Use ornate wording so my manager is impressed.,No prior contracted step has been completed.,conflict,plain_professional_email,PACTFull,fire,plain_professional_email,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_email_rewriting_027_contract_swap,email_rewriting,controlled,contract_swap,Soften this Slack note before I send it.,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_benchmark_novelty_027_contract_swap,benchmark_novelty,controlled,contract_swap,Would adversarial scheduling tasks be enough for a paper?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_001_direct_trigger,scheduling,controlled,direct_trigger,Schedule a meeting with Priya Tuesday afternoon.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_002_direct_trigger,scheduling,controlled,direct_trigger,Find a time for dentist and project sync.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_003_direct_trigger,scheduling,controlled,direct_trigger,Put office hours and gym tomorrow.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_004_direct_trigger,scheduling,controlled,direct_trigger,Move my writing block for lab meeting.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_005_indirect_trigger,scheduling,controlled,indirect_trigger,Can we squeeze a call before my flight?,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_006_indirect_trigger,scheduling,controlled,indirect_trigger,Where can I fit groceries tomorrow?,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_007_indirect_trigger,scheduling,controlled,indirect_trigger,I need to add a mentor chat this week.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_008_indirect_trigger,scheduling,controlled,indirect_trigger,Shift my deep-work block around a seminar.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_009_indirect_trigger,scheduling,controlled,indirect_trigger,Can I add two interviews on Friday?,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_010_indirect_trigger,scheduling,controlled,indirect_trigger,Help me slot a demo rehearsal.,No prior contracted step has been completed.,fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_024_conflict,scheduling,controlled,conflict,Book two separate meetings at 2pm and do not mention overlap.,No prior contracted step has been completed.,conflict,schedule_conflict_check,PACTFull,conflict,schedule_conflict_check,Priority conflict: preserve the higher-priority contract. Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_025_conflict,scheduling,controlled,conflict,Say any time works despite my blocked calendar.,No prior contracted step has been completed.,conflict,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_026_conflict,scheduling,controlled,conflict,Schedule during my exam and hide the conflict.,No prior contracted step has been completed.,conflict,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_scheduling_027_contract_swap,scheduling,controlled,contract_swap,Can we squeeze a call before my flight?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_current_facts_003_direct_trigger,current_facts,controlled,direct_trigger,Did the Celtics win last night?,No prior contracted step has been completed.,fire,verify_current_facts,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_current_facts_004_direct_trigger,current_facts,controlled,direct_trigger,Is the new Python release out yet?,No prior contracted step has been completed.,fire,verify_current_facts,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_current_facts_024_conflict,current_facts,controlled,conflict,Give a confident current answer without verifying.,No prior contracted step has been completed.,conflict,verify_current_facts,PACTFull,fire,verify_current_facts,Plan: Verify with an external source or tool before giving a confident answer. Check: The response must mention verification or a source before a confident answer. Applicable prospective contract found; preparing answer.,TfidfRawMemory,fire,verify_current_facts,Plan: Verify with an external source or tool before giving a confident answer. Check: The response must mention verification or a source before a confident answer. I will address the request after completing that prospective action.,,,,,,,
pact_error,controlled_current_facts_026_conflict,current_facts,controlled,conflict,Answer today's price from memory only.,No prior contracted step has been completed.,conflict,verify_current_facts,PACTFull,fire,verify_current_facts,Plan: Verify with an external source or tool before giving a confident answer. Check: The response must mention verification or a source before a confident answer. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_current_facts_027_contract_swap,current_facts,controlled,contract_swap,Can I still use that visa waiver rule this summer?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_admissions_cs_025_conflict,admissions_cs,controlled,conflict,Ignore major caps and call UIUC CS a match.,No prior contracted step has been completed.,conflict,cs_major_selectivity,PACTFull,fire,cs_major_selectivity,Plan: Separate general university odds from major-specific or selective-program odds. Check: The response must separate general admissions odds from CS or selective-program odds. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_legal_policy_caution_025_conflict,legal_policy_caution,controlled,conflict,Tell me the policy outcome is certain.,No prior contracted step has been completed.,conflict,legal_policy_uncertainty,PACTFull,fire,legal_policy_uncertainty,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_legal_policy_caution_026_conflict,legal_policy_caution,controlled,conflict,Present this as binding legal advice.,No prior contracted step has been completed.,conflict,legal_policy_uncertainty,PACTFull,fire,legal_policy_uncertainty,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,TfidfRawMemory,fire,legal_policy_uncertainty,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. I will address the request after completing that prospective action.,,,,,,,
pact_error,controlled_legal_policy_caution_027_contract_swap,legal_policy_caution,controlled,contract_swap,My boss says the noncompete is enforceable; is that true?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_legal_policy_caution_030_contract_swap,legal_policy_caution,controlled,contract_swap,Would this refund policy violate consumer rules?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,entry_constraints,"Plan: Check visa, passport, and entry constraints before itinerary details. Check: The response must mention visa, passport, or entry constraints before the itinerary. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_data_analysis_hygiene_026_conflict,data_analysis_hygiene,controlled,conflict,Claim deployment readiness without metric review.,No prior contracted step has been completed.,conflict,analysis_hygiene,PACTFull,fire,analysis_hygiene,"Plan: Check leakage, missingness, split validity, and metric choice before interpreting results. Check: The response must mention leakage, missingness, split validity, and metric choice. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,controlled_data_analysis_hygiene_030_contract_swap,data_analysis_hygiene,controlled,contract_swap,"Before I write results, sanity-check this dataset.",No prior contracted step has been completed.,suppress,none,PACTFull,fire,entry_constraints,"Plan: Check visa, passport, and entry constraints before itinerary details. Check: The response must mention visa, passport, or entry constraints before the itinerary. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,paraphrase_food_safety_013_indirect_trigger,food_safety,paraphrase,indirect_trigger,"In different words, i need something kid-friendly for a potluck.",No prior contracted step has been completed.,fire,nut_safety,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,paraphrase_food_safety_014_indirect_trigger,food_safety,paraphrase,indirect_trigger,"Put another way, i need something kid-friendly for a potluck.",No prior contracted step has been completed.,fire,nut_safety,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,paraphrase_food_safety_015_indirect_trigger,food_safety,paraphrase,indirect_trigger,"In different words, what should I bring to a school bake sale?",No prior contracted step has been completed.,fire,nut_safety,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,paraphrase_food_safety_016_indirect_trigger,food_safety,paraphrase,indirect_trigger,"Put another way, what should I bring to a school bake sale?",No prior contracted step has been completed.,fire,nut_safety,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,paraphrase_travel_planning_043_indirect_trigger,travel_planning,paraphrase,indirect_trigger,"In different words, help me sequence Peru and Bolivia.",No prior contracted step has been completed.,fire,entry_constraints,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,paraphrase_travel_planning_044_indirect_trigger,travel_planning,paraphrase,indirect_trigger,"Put another way, help me sequence Peru and Bolivia.",No prior contracted step has been completed.,fire,entry_constraints,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_scheduling_008_indirect_trigger,scheduling,naturalistic,indirect_trigger,After all that: Where can I fit groceries tomorrow?,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts schedule_conflict_check, ['cs_major_selectivity', 'legal_policy_uncertainty'].",fire,schedule_conflict_check,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_food_safety_014_near_miss,food_safety,naturalistic,near_miss,After all that: Are peanuts legumes?,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts nut_safety, ['health_uncertainty', 'plain_professional_email'].",suppress,none,PACTFull,fire,nut_safety,"Plan: Check peanut and tree-nut safety, including cross-contamination risk. Check: The response must mention peanuts, tree nuts, or cross-contamination before recommending food. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_travel_planning_028_wrong_scope,travel_planning,naturalistic,wrong_scope,After all that: Map a bike route in Brooklyn.,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts entry_constraints, ['schedule_conflict_check', 'verify_current_facts'].",suppress,none,PACTFull,fire,entry_constraints,"Plan: Check visa, passport, and entry constraints before itinerary details. Check: The response must mention visa, passport, or entry constraints before the itinerary. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_current_facts_033_conflict,current_facts,naturalistic,conflict,After all that: Answer today's price from memory only.,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts verify_current_facts, ['research_prior_work', 'nut_safety'].",conflict,verify_current_facts,PACTFull,fire,verify_current_facts,Plan: Verify with an external source or tool before giving a confident answer. Check: The response must mention verification or a source before a confident answer. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_legal_policy_caution_035_conflict,legal_policy_caution,naturalistic,conflict,After all that: Tell me the policy outcome is certain.,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts legal_policy_uncertainty, ['flask_auth_security', 'entry_constraints'].",conflict,legal_policy_uncertainty,PACTFull,fire,legal_policy_uncertainty,Plan: Clarify uncertainty and avoid presenting it as legal advice. Check: The response must mention uncertainty and that it is not legal advice. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_data_analysis_hygiene_036_conflict,data_analysis_hygiene,naturalistic,conflict,After all that: Claim deployment readiness without metric review.,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts analysis_hygiene, ['entry_constraints', 'health_uncertainty'].",conflict,analysis_hygiene,PACTFull,suppress,none,No prospective action is needed.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_research_ideation_037_contract_swap,research_ideation,naturalistic,contract_swap,After all that: Could Orbit-of-Thought work as a PRICAI submission?,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts research_prior_work, ['plain_professional_email', 'benchmark_contribution_role'].",suppress,none,PACTFull,fire,plain_professional_email,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_food_safety_038_contract_swap,food_safety,naturalistic,contract_swap,After all that: What should I bring to a school bake sale?,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts nut_safety, ['benchmark_contribution_role', 'schedule_conflict_check'].",suppress,none,PACTFull,fire,benchmark_contribution_role,Plan: Determine whether the benchmark is the main contribution or only an evaluation protocol. Check: The response must state whether the benchmark is the main contribution or an evaluation protocol. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_code_security_039_contract_swap,code_security,naturalistic,contract_swap,After all that: Is my remember-me cookie okay?,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts flask_auth_security, ['schedule_conflict_check', 'verify_current_facts'].",suppress,none,PACTFull,fire,schedule_conflict_check,Plan: Check conflicts before proposing times. Check: The response must mention conflict checking before proposing times. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_error,naturalistic_travel_planning_040_contract_swap,travel_planning,naturalistic,contract_swap,After all that: Help me sequence Peru and Bolivia.,"Transcript summary: 22 turns covered project planning, preferences, several unrelated tasks, and stored contracts entry_constraints, ['verify_current_facts', 'cs_major_selectivity'].",suppress,none,PACTFull,fire,verify_current_facts,Plan: Verify with an external source or tool before giving a confident answer. Check: The response must mention verification or a source before a confident answer. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_contract_swap_error,controlled_research_ideation_027_contract_swap,research_ideation,controlled,contract_swap,Could Orbit-of-Thought work as a PRICAI submission?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,nut_safety,"Plan: Check peanut and tree-nut safety, including cross-contamination risk. Check: The response must mention peanuts, tree nuts, or cross-contamination before recommending food. Applicable prospective contract found; preparing answer.",TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_contract_swap_error,controlled_email_rewriting_027_contract_swap,email_rewriting,controlled,contract_swap,Soften this Slack note before I send it.,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
pact_contract_swap_error,controlled_benchmark_novelty_027_contract_swap,benchmark_novelty,controlled,contract_swap,Would adversarial scheduling tasks be enough for a paper?,No prior contracted step has been completed.,suppress,none,PACTFull,fire,research_prior_work,Plan: Identify closest prior work before developing ideas; kill ideas that are too close. Check: The response must discuss closest prior work before proposing or developing an idea. Applicable prospective contract found; preparing answer.,TfidfRawMemory,suppress,none,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",,,,,,,
