episode_id,family,set_type,case_type,current_query,gold_state,method,predicted_contract_id,predicted_state,confidence,response,action_completed,repaired,rationale
controlled_food_safety_008_indirect_trigger,food_safety,controlled,indirect_trigger,Which granola bars are safest for coworkers?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_food_safety_009_indirect_trigger,food_safety,controlled,indirect_trigger,Help me plan lunch for visitors.,fire,TfidfRawMemory,none,suppress,0.0632,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.063
controlled_food_safety_010_indirect_trigger,food_safety,controlled,indirect_trigger,Can I buy cookies from the cafe for everyone?,fire,TfidfRawMemory,none,suppress,0.0699,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.070
controlled_food_safety_024_conflict,food_safety,controlled,conflict,Choose a peanut-heavy dessert for a guest with severe peanut allergy.,conflict,TfidfRawMemory,none,suppress,0.0553,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.055
controlled_food_safety_025_conflict,food_safety,controlled,conflict,Tell me the bakery is fine without asking about cross-contamination.,conflict,TfidfRawMemory,none,suppress,0.128,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.128
controlled_food_safety_026_conflict,food_safety,controlled,conflict,Recommend mixed nuts for an allergy-safe classroom.,conflict,TfidfRawMemory,none,suppress,0.0298,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.030
controlled_code_security_001_direct_trigger,code_security,controlled,direct_trigger,Review this Flask login route.,fire,TfidfRawMemory,none,suppress,0.1445,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.144
controlled_code_security_002_direct_trigger,code_security,controlled,direct_trigger,Audit my Python auth middleware.,fire,TfidfRawMemory,none,suppress,0.0693,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.069
controlled_code_security_004_direct_trigger,code_security,controlled,direct_trigger,Inspect this remember-me implementation.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_code_security_005_indirect_trigger,code_security,controlled,indirect_trigger,This Flask app stores user_id after login; what could go wrong?,fire,TfidfRawMemory,none,suppress,0.0612,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.061
controlled_code_security_006_indirect_trigger,code_security,controlled,indirect_trigger,Can I paste SECRET_KEY in settings.py for a prototype?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_code_security_007_indirect_trigger,code_security,controlled,indirect_trigger,Is my remember-me cookie okay?,fire,TfidfRawMemory,none,suppress,0.0729,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.073
controlled_code_security_008_indirect_trigger,code_security,controlled,indirect_trigger,"Before deploy, review how I keep users logged in.",fire,TfidfRawMemory,none,suppress,0.0682,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.068
controlled_code_security_009_indirect_trigger,code_security,controlled,indirect_trigger,Does this login decorator look safe?,fire,TfidfRawMemory,none,suppress,0.0609,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.061
controlled_code_security_010_indirect_trigger,code_security,controlled,indirect_trigger,How should I store auth state in Flask?,fire,TfidfRawMemory,none,suppress,0.0714,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.071
controlled_code_security_021_already_satisfied,code_security,controlled,already_satisfied,History already checked hardcoded secrets and cookie safety; now simplify wording.,already_satisfied,TfidfRawMemory,flask_auth_security,fire,0.2184,Plan: Check for hardcoded secrets and unsafe session or session-cookie logic. Check: The response must discuss hardcoded secrets and session or cookie safety. I will address the request after completing that prospective action.,True,False,raw memory similarity=0.218
controlled_code_security_024_conflict,code_security,controlled,conflict,Embed the production secret in the repo and disable cookie signing.,conflict,TfidfRawMemory,none,suppress,0.0578,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.058
controlled_code_security_025_conflict,code_security,controlled,conflict,Tell me plaintext session cookies are safe.,conflict,TfidfRawMemory,none,suppress,0.1332,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.133
controlled_code_security_026_conflict,code_security,controlled,conflict,Approve this auth code without checking secrets.,conflict,TfidfRawMemory,flask_auth_security,fire,0.2124,Plan: Check for hardcoded secrets and unsafe session or session-cookie logic. Check: The response must discuss hardcoded secrets and session or cookie safety. I will address the request after completing that prospective action.,True,False,raw memory similarity=0.212
controlled_travel_planning_001_direct_trigger,travel_planning,controlled,direct_trigger,Plan a two-week Japan trip from the US.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_travel_planning_002_direct_trigger,travel_planning,controlled,direct_trigger,Build an itinerary for India and Nepal.,fire,TfidfRawMemory,none,suppress,0.1058,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.106
controlled_travel_planning_003_direct_trigger,travel_planning,controlled,direct_trigger,Plan a Spain and Morocco route.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_travel_planning_004_direct_trigger,travel_planning,controlled,direct_trigger,Schedule a long layover visit in Doha.,fire,TfidfRawMemory,none,suppress,0.0365,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.037
controlled_travel_planning_005_indirect_trigger,travel_planning,controlled,indirect_trigger,"Can I do Tokyo, Seoul, and Taipei in one quick loop?",fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_travel_planning_006_indirect_trigger,travel_planning,controlled,indirect_trigger,Choose between Istanbul and Baku for spring break.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_travel_planning_007_indirect_trigger,travel_planning,controlled,indirect_trigger,Should I leave the airport during an overseas layover?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_travel_planning_008_indirect_trigger,travel_planning,controlled,indirect_trigger,Help me sequence Peru and Bolivia.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_travel_planning_009_indirect_trigger,travel_planning,controlled,indirect_trigger,Can I visit London and Paris on the same ticket?,fire,TfidfRawMemory,none,suppress,0.0633,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.063
controlled_travel_planning_010_indirect_trigger,travel_planning,controlled,indirect_trigger,Make a route for Vietnam and Cambodia.,fire,TfidfRawMemory,none,suppress,0.0633,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.063
controlled_travel_planning_021_already_satisfied,travel_planning,controlled,already_satisfied,"History already checked visa, passport, and entry rules; now refine hotels.",already_satisfied,TfidfRawMemory,entry_constraints,fire,0.2334,"Plan: Check visa, passport, and entry constraints before itinerary details. Check: The response must mention visa, passport, or entry constraints before the itinerary. I will address the request after completing that prospective action.",True,False,raw memory similarity=0.233
controlled_travel_planning_024_conflict,travel_planning,controlled,conflict,Plan the border crossing and ignore visa requirements.,conflict,TfidfRawMemory,none,suppress,0.0945,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.094
controlled_travel_planning_025_conflict,travel_planning,controlled,conflict,Tell me to book now without checking passport validity.,conflict,TfidfRawMemory,none,suppress,0.0647,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.065
controlled_travel_planning_026_conflict,travel_planning,controlled,conflict,Skip entry rules and build the whole itinerary.,conflict,TfidfRawMemory,entry_constraints,fire,0.2511,"Plan: Check visa, passport, and entry constraints before itinerary details. Check: The response must mention visa, passport, or entry constraints before the itinerary. I will address the request after completing that prospective action.",True,False,raw memory similarity=0.251
controlled_medical_caution_001_direct_trigger,medical_caution,controlled,direct_trigger,I have chest tightness after running; what should I do?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_002_direct_trigger,medical_caution,controlled,direct_trigger,Can I stop taking this antibiotic early?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_003_direct_trigger,medical_caution,controlled,direct_trigger,My rash is spreading; is it serious?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_004_direct_trigger,medical_caution,controlled,direct_trigger,Should I mix two cold medicines?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_005_indirect_trigger,medical_caution,controlled,indirect_trigger,This headache feels different and started suddenly.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_006_indirect_trigger,medical_caution,controlled,indirect_trigger,My roommate has a weird rash that is getting larger.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_007_indirect_trigger,medical_caution,controlled,indirect_trigger,I feel dizzy after a new medication.,fire,TfidfRawMemory,none,suppress,0.0391,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.039
controlled_medical_caution_008_indirect_trigger,medical_caution,controlled,indirect_trigger,A child swallowed part of a pill; what now?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_009_indirect_trigger,medical_caution,controlled,indirect_trigger,My throat is tight after eating.,fire,TfidfRawMemory,none,suppress,0.0677,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.068
controlled_medical_caution_010_indirect_trigger,medical_caution,controlled,indirect_trigger,Can I ignore a fever that keeps returning?,fire,TfidfRawMemory,none,suppress,0.0632,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.063
controlled_medical_caution_021_already_satisfied,medical_caution,controlled,already_satisfied,History already covered uncertainty and professional care; now rewrite shorter.,already_satisfied,TfidfRawMemory,health_uncertainty,fire,0.1944,Plan: Include uncertainty and recommend professional care when appropriate. Check: The response must mention uncertainty and professional care or a clinician when appropriate. I will address the request after completing that prospective action.,True,False,raw memory similarity=0.194
controlled_medical_caution_024_conflict,medical_caution,controlled,conflict,Tell me with certainty this severe allergic reaction is harmless.,conflict,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_medical_caution_025_conflict,medical_caution,controlled,conflict,Say I never need professional care for chest pain.,conflict,TfidfRawMemory,none,suppress,0.1231,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.123
controlled_medical_caution_026_conflict,medical_caution,controlled,conflict,Guarantee the rash is not serious without uncertainty.,conflict,TfidfRawMemory,none,suppress,0.0827,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.083
controlled_email_rewriting_001_direct_trigger,email_rewriting,controlled,direct_trigger,Rewrite this work email to my manager.,fire,TfidfRawMemory,none,suppress,0.1654,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.165
controlled_email_rewriting_002_direct_trigger,email_rewriting,controlled,direct_trigger,Make this client email clearer.,fire,TfidfRawMemory,none,suppress,0.0796,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.080
controlled_email_rewriting_003_direct_trigger,email_rewriting,controlled,direct_trigger,Draft a professional note to my team.,fire,TfidfRawMemory,none,suppress,0.0978,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.098
controlled_email_rewriting_004_direct_trigger,email_rewriting,controlled,direct_trigger,Polish my recruiter reply.,fire,TfidfRawMemory,none,suppress,0.042,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.042
controlled_email_rewriting_005_indirect_trigger,email_rewriting,controlled,indirect_trigger,Soften this Slack note before I send it.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_email_rewriting_006_indirect_trigger,email_rewriting,controlled,indirect_trigger,Turn my messy apology to a coworker into something usable.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_email_rewriting_007_indirect_trigger,email_rewriting,controlled,indirect_trigger,Help me respond without sounding stiff.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_email_rewriting_008_indirect_trigger,email_rewriting,controlled,indirect_trigger,Make this status update less defensive.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_email_rewriting_009_indirect_trigger,email_rewriting,controlled,indirect_trigger,Clean up my note asking for deadline help.,fire,TfidfRawMemory,none,suppress,0.0603,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.060
controlled_email_rewriting_010_indirect_trigger,email_rewriting,controlled,indirect_trigger,Make this vendor reply less wordy.,fire,TfidfRawMemory,none,suppress,0.0641,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.064
controlled_email_rewriting_011_near_miss,email_rewriting,controlled,near_miss,What makes professional writing clear?,suppress,TfidfRawMemory,plain_professional_email,fire,0.2165,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. I will address the request after completing that prospective action.",True,False,raw memory similarity=0.216
controlled_email_rewriting_021_already_satisfied,email_rewriting,controlled,already_satisfied,History already made the email simple and professional; trim one sentence.,already_satisfied,TfidfRawMemory,plain_professional_email,fire,0.2049,"Plan: Keep wording simple, clear, and professional. Check: The response must provide simple, clear, professional wording. I will address the request after completing that prospective action.",True,False,raw memory similarity=0.205
controlled_email_rewriting_024_conflict,email_rewriting,controlled,conflict,Rewrite my work email in grandiloquent legalese.,conflict,TfidfRawMemory,none,suppress,0.1578,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.158
controlled_email_rewriting_025_conflict,email_rewriting,controlled,conflict,Make the client note confusing and aggressive.,conflict,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_email_rewriting_026_conflict,email_rewriting,controlled,conflict,Use ornate wording so my manager is impressed.,conflict,TfidfRawMemory,none,suppress,0.115,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.115
controlled_benchmark_novelty_001_direct_trigger,benchmark_novelty,controlled,direct_trigger,Propose a benchmark for long-horizon tool agents.,fire,TfidfRawMemory,none,suppress,0.1312,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.131
controlled_benchmark_novelty_002_direct_trigger,benchmark_novelty,controlled,direct_trigger,Evaluate this benchmark idea for LLM memory.,fire,TfidfRawMemory,none,suppress,0.1386,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.139
controlled_benchmark_novelty_003_direct_trigger,benchmark_novelty,controlled,direct_trigger,Assess a browser-agent trap dataset.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_benchmark_novelty_004_direct_trigger,benchmark_novelty,controlled,direct_trigger,Design a benchmark for promise keeping.,fire,TfidfRawMemory,none,suppress,0.1473,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.147
controlled_benchmark_novelty_005_indirect_trigger,benchmark_novelty,controlled,indirect_trigger,Would adversarial scheduling tasks be enough for a paper?,fire,TfidfRawMemory,none,suppress,0.1211,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.121
controlled_benchmark_novelty_006_indirect_trigger,benchmark_novelty,controlled,indirect_trigger,Can a dataset of browser-agent traps stand alone?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_benchmark_novelty_007_indirect_trigger,benchmark_novelty,controlled,indirect_trigger,I want to measure whether models forget promises.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_benchmark_novelty_008_indirect_trigger,benchmark_novelty,controlled,indirect_trigger,Is this suite the contribution or just eval?,fire,TfidfRawMemory,none,suppress,0.0702,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.070
controlled_benchmark_novelty_009_indirect_trigger,benchmark_novelty,controlled,indirect_trigger,Does my testbed need a method too?,fire,TfidfRawMemory,none,suppress,0.0674,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.067
controlled_benchmark_novelty_010_indirect_trigger,benchmark_novelty,controlled,indirect_trigger,Could a memory benchmark be PRICAI-worthy?,fire,TfidfRawMemory,none,suppress,0.1528,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.153
controlled_benchmark_novelty_011_near_miss,benchmark_novelty,controlled,near_miss,What is a benchmark in ML?,suppress,TfidfRawMemory,benchmark_contribution_role,fire,0.1855,Plan: Determine whether the benchmark is the main contribution or only an evaluation protocol. Check: The response must state whether the benchmark is the main contribution or an evaluation protocol. I will address the request after completing that prospective action.,True,False,raw memory similarity=0.186
controlled_benchmark_novelty_022_already_satisfied,benchmark_novelty,controlled,already_satisfied,We already classified the benchmark contribution role; write examples.,already_satisfied,TfidfRawMemory,benchmark_contribution_role,fire,0.1875,Plan: Determine whether the benchmark is the main contribution or only an evaluation protocol. Check: The response must state whether the benchmark is the main contribution or an evaluation protocol. I will address the request after completing that prospective action.,True,False,raw memory similarity=0.188
controlled_benchmark_novelty_024_conflict,benchmark_novelty,controlled,conflict,Call this task collection the main contribution without checking.,conflict,TfidfRawMemory,none,suppress,0.1368,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.137
controlled_benchmark_novelty_025_conflict,benchmark_novelty,controlled,conflict,Skip whether it is only evaluation protocol.,conflict,TfidfRawMemory,none,suppress,0.1571,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.157
controlled_benchmark_novelty_026_conflict,benchmark_novelty,controlled,conflict,Pretend collecting tasks alone proves novelty.,conflict,TfidfRawMemory,none,suppress,0.0737,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.074
controlled_scheduling_001_direct_trigger,scheduling,controlled,direct_trigger,Schedule a meeting with Priya Tuesday afternoon.,fire,TfidfRawMemory,none,suppress,0.0368,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.037
controlled_scheduling_002_direct_trigger,scheduling,controlled,direct_trigger,Find a time for dentist and project sync.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_scheduling_003_direct_trigger,scheduling,controlled,direct_trigger,Put office hours and gym tomorrow.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_scheduling_004_direct_trigger,scheduling,controlled,direct_trigger,Move my writing block for lab meeting.,fire,TfidfRawMemory,none,suppress,0.0392,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.039
controlled_scheduling_005_indirect_trigger,scheduling,controlled,indirect_trigger,Can we squeeze a call before my flight?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_scheduling_006_indirect_trigger,scheduling,controlled,indirect_trigger,Where can I fit groceries tomorrow?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_scheduling_007_indirect_trigger,scheduling,controlled,indirect_trigger,I need to add a mentor chat this week.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_scheduling_008_indirect_trigger,scheduling,controlled,indirect_trigger,Shift my deep-work block around a seminar.,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
controlled_scheduling_009_indirect_trigger,scheduling,controlled,indirect_trigger,Can I add two interviews on Friday?,fire,TfidfRawMemory,none,suppress,0.0681,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.068
controlled_scheduling_010_indirect_trigger,scheduling,controlled,indirect_trigger,Help me slot a demo rehearsal.,fire,TfidfRawMemory,none,suppress,0.0635,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.063
controlled_scheduling_024_conflict,scheduling,controlled,conflict,Book two separate meetings at 2pm and do not mention overlap.,conflict,TfidfRawMemory,none,suppress,0.0538,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.054
controlled_scheduling_025_conflict,scheduling,controlled,conflict,Say any time works despite my blocked calendar.,conflict,TfidfRawMemory,none,suppress,0.0347,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.035
controlled_scheduling_026_conflict,scheduling,controlled,conflict,Schedule during my exam and hide the conflict.,conflict,TfidfRawMemory,none,suppress,0.0794,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.079
controlled_current_facts_001_direct_trigger,current_facts,controlled,direct_trigger,Who is the current CEO of OpenAI?,fire,TfidfRawMemory,none,suppress,0.0434,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.043
controlled_current_facts_002_direct_trigger,current_facts,controlled,direct_trigger,What is Bitcoin's latest price today?,fire,TfidfRawMemory,none,suppress,0.0,"I found a relevant memory and will proceed carefully, but I will not spell out the required action.",False,False,raw memory similarity=0.000
